step,price,volume,anomaly
0,100.30518181416971,8888,False
1,99.26742944870345,8072,False
2,100.01518532217372,14474,False
3,96.14381064702968,15672,True
4,99.0096502798962,5549,False
5,97.72872497771323,12415,False
6,97.85374166762878,13700,False
7,97.54477525746246,3273,False
8,97.52838798279872,10657,False
9,96.69996641496014,7933,False
10,97.55409404743358,10533,False
11,98.31582040659661,19210,False
12,98.38076046645186,2455,False
13,99.49602297803419,19913,False
14,99.96226519438368,9541,False
15,99.10697696025666,15669,False
16,99.47310935804167,9064,False
17,98.52383749470503,6908,False
18,99.39313301649615,15641,False
19,99.34352247466785,14065,False
20,99.16004333518093,3737,False
21,98.48712694717851,14402,False
22,99.69856285126912,15308,False
23,99.5446181540708,8368,False
24,99.11915270298356,18587,False
25,94.72212327365617,52704,True
26,99.2979022490456,7338,False
27,99.6614444058795,1203,False
28,100.07362971459975,13824,False
29,100.50569798201461,4972,False
30,102.6813905262256,15374,False
31,102.26492479896253,10976,False
32,101.74241954738163,9867,False
33,100.91782718846306,4111,False
34,101.54137874065947,14518,False
35,102.69424831616445,4152,False
36,102.57729747495962,8937,False
37,101.71909782439361,16889,False
38,100.88389076395241,18486,False
39,104.9847700310488,118758,True
40,87.0798306014639,96010,True
41,102.85706144271171,11563,False
42,102.17481045554327,4809,False
43,102.41229641594309,16942,False
44,102.53186677993216,16230,False
45,102.75633763721676,19816,False
46,103.65569888957695,13368,False
47,103.88772772475005,3690,False
48,104.59543524147567,10555,False
49,104.66614375272569,9516,False
50,104.96919175235449,17015,False
51,105.63394595046273,8458,False
52,104.10585512970331,7243,False
53,103.77359003719289,2520,False
54,95.89482973475059,67492,True
55,102.6288417689759,15351,False
56,102.3468545741774,1783,False
57,103.88837367815538,9241,False
58,102.99275866506785,10114,False
59,103.9948589848398,9917,False
60,102.25940461470957,18459,False
61,101.91752594665064,3862,False
62,102.08353489969323,6820,False
63,102.68372889469359,4437,False
64,103.41664612929759,5637,False
65,104.24036237675234,18234,False
66,103.87748319083884,18873,False
67,103.39831236617935,1848,False
68,104.28926154705927,13009,False
69,91.31637117584141,37968,True
70,102.77051500480863,4658,False
71,101.6124046518056,6549,False
72,100.68240905899393,4693,False
73,101.18420881512687,10313,False
74,101.32842384459914,19916,False
75,102.03050285771727,12142,False
76,101.59550476633754,14741,False
77,101.75670171254838,10372,False
78,102.39527721455548,1264,False
79,102.07901040008902,2598,False
80,102.54634857230434,6108,False
81,101.86980925430088,5629,False
82,101.50063754485883,16971,False
83,101.11390976157655,17028,False
84,99.91195061706685,17228,False
85,100.39968091390617,13114,False
86,99.92950682952979,11567,False
87,99.94199292075434,13333,False
88,100.42361748196016,8729,False
89,100.8730429076757,13733,False
90,101.54647508826416,16094,False
91,101.44651578105477,15495,False
92,101.0180019778215,12662,False
93,100.9375043238592,2104,False
94,99.24863952477313,14774,False
95,97.82274213639636,7965,False
96,96.53736071301833,15129,False
97,95.57942935475084,11251,False
98,95.96229607067424,17742,False
99,95.09729966935792,7430,False
100,94.73835641435741,18696,False
101,95.97725458046929,17045,False
102,95.63593057024006,7291,False
103,96.34386781203558,10168,False
104,95.4485702598035,11095,False
105,95.2526843285729,15603,False
106,94.35204771662333,14093,False
107,94.03270471216626,17188,False
108,94.82619840862353,8027,False
109,93.20231135883407,10591,False
110,93.60808498583589,9186,False
111,93.83088946836037,18281,False
112,93.27504618663059,6794,False
113,91.93594051122807,12155,False
114,92.00227737388109,3283,False
115,91.51641944929305,17155,False
116,91.72960430588016,8300,False
117,91.74965138277959,7471,False
118,93.2311111114441,12075,False
119,93.00822405321367,10477,False
120,92.06114215940812,17111,False
121,92.22633338612935,11096,False
122,92.42945160607994,10822,False
123,93.69431770715991,2994,False
124,94.48004577639459,1416,False
125,94.81782006730405,8572,False
126,96.21549312517111,19965,False
127,95.07849041411103,18429,False
128,94.47216586764091,12950,False
129,93.60085243154782,12985,False
130,93.23669735015163,8438,False
131,91.96191565845014,4372,False
132,92.54787151869193,1162,False
133,92.34243748755908,7438,False
134,90.99419840213,7012,False
135,90.07475708746453,4640,False
136,90.35759706356478,5924,False
137,91.11809058803061,1471,False
138,92.95575924446796,12551,False
139,95.70421080853356,18621,False
140,96.10164101151967,14125,False
141,95.15536822616032,9515,False
142,93.14808586705556,8985,False
143,93.39778806144015,6843,False
144,92.64159691900524,3705,False
145,92.2576013490578,12371,False
146,91.69462027660408,11763,False
147,91.56561344416183,1138,False
148,92.54690568018174,8894,False
149,92.6923634595501,6282,False
150,92.54543764840085,4235,False
151,91.59193337427978,14357,False
152,90.07083125626278,10990,False
153,89.6338730224753,13041,False
154,89.58567860042304,14556,False
155,91.18357382520647,19654,False
156,91.30244019915793,16252,False
157,92.20412872130512,12786,False
158,91.74490496096172,17701,False
159,90.66419497652174,10072,False
160,89.79338854215688,19710,False
161,89.14453914057498,15467,False
162,91.06229065385244,13366,False
163,90.31738061265389,18163,False
